"","species","plot","endo_01","id","original","endo_status_from_check","birth","year_t","age","size_t","flw_count_t","mean_spike_t","year_t1","surv_t1","size_t1","flw_count_t1","mean_spike_t1"
"9752","FESU",127,1,"127_31",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9753","FESU",127,1,"127_32",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9754","FESU",127,1,"127_33",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9755","FESU",127,1,"127_34",0,NA,2010,2010,0,1,0,NA,2011,1,1,0,NA
"9756","FESU",127,1,"127_34",0,NA,2010,2011,1,1,0,NA,2012,1,8,3,NA
"9757","FESU",127,1,"127_34",0,NA,2010,2012,2,8,3,NA,2013,1,4,2,8.5
"9758","FESU",127,1,"127_34",0,NA,2010,2013,3,4,2,8.5,2014,1,2,1,14
"9759","FESU",127,1,"127_34",0,NA,2010,2014,4,2,1,14,2015,1,1,0,NA
"9760","FESU",127,1,"127_34",0,NA,2010,2015,5,1,0,NA,2016,0,NA,NA,NA
"9761","FESU",127,1,"127_35",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9762","FESU",127,1,"127_36",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9763","FESU",127,1,"127_37",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9764","FESU",127,1,"127_38",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9765","FESU",127,1,"127_39",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9766","FESU",127,1,"127_4",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9767","FESU",127,1,"127_40",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9768","FESU",127,1,"127_41",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9769","FESU",127,1,"127_42",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9770","FESU",127,1,"127_43",0,NA,2010,2010,0,1,0,NA,2011,1,1,0,NA
"9771","FESU",127,1,"127_43",0,NA,2010,2011,1,1,0,NA,2012,1,3,0,NA
"9772","FESU",127,1,"127_43",0,NA,2010,2012,2,3,0,NA,2013,1,7,3,11.5
"9773","FESU",127,1,"127_43",0,NA,2010,2013,3,7,3,11.5,2014,1,9,0,NA
"9774","FESU",127,1,"127_43",0,NA,2010,2014,4,9,0,NA,2015,1,10,3,10
"9775","FESU",127,1,"127_43",0,NA,2010,2015,5,10,3,10,2016,0,NA,NA,NA
"9776","FESU",127,1,"127_44",0,NA,2010,2010,0,1,0,NA,2011,1,1,0,NA
"9777","FESU",127,1,"127_44",0,NA,2010,2011,1,1,0,NA,2012,1,1,0,NA
"9778","FESU",127,1,"127_44",0,NA,2010,2012,2,1,0,NA,2013,0,NA,NA,NA
"9779","FESU",127,1,"127_45",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9780","FESU",127,1,"127_46",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9781","FESU",127,1,"127_47",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9782","FESU",127,1,"127_48",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9783","FESU",127,1,"127_49",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9784","FESU",127,1,"127_5",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9785","FESU",127,1,"127_50",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9786","FESU",127,1,"127_51",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9787","FESU",127,1,"127_52",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9788","FESU",127,1,"127_53",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9789","FESU",127,1,"127_54",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9790","FESU",127,1,"127_55",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9791","FESU",127,1,"127_56",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9792","FESU",127,1,"127_57",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9793","FESU",127,1,"127_58",0,NA,2010,2010,0,1,0,NA,2011,1,1,0,NA
"9794","FESU",127,1,"127_58",0,NA,2010,2011,1,1,0,NA,2012,1,2,0,NA
"9795","FESU",127,1,"127_58",0,NA,2010,2012,2,2,0,NA,2013,0,NA,NA,NA
"9796","FESU",127,1,"127_59",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9797","FESU",127,1,"127_6",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9798","FESU",127,1,"127_60",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9799","FESU",127,1,"127_61",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9800","FESU",127,1,"127_62",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9801","FESU",127,1,"127_63",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9802","FESU",127,1,"127_64",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9803","FESU",127,1,"127_65",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9804","FESU",127,1,"127_66",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9805","FESU",127,1,"127_67",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9806","FESU",127,1,"127_68",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9807","FESU",127,1,"127_69",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9808","FESU",127,1,"127_7",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9809","FESU",127,1,"127_70",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9810","FESU",127,1,"127_71",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9811","FESU",127,1,"127_72",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9812","FESU",127,1,"127_73",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9813","FESU",127,1,"127_74",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9814","FESU",127,1,"127_75",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9815","FESU",127,1,"127_76",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9816","FESU",127,1,"127_76",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9817","FESU",127,1,"127_77",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9818","FESU",127,1,"127_77",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9819","FESU",127,1,"127_78",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9820","FESU",127,1,"127_78",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9821","FESU",127,1,"127_79",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9822","FESU",127,1,"127_8",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9823","FESU",127,1,"127_80",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9824","FESU",127,1,"127_81",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9825","FESU",127,1,"127_81",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9826","FESU",127,1,"127_82",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9827","FESU",127,1,"127_83",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9828","FESU",127,1,"127_84",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9829","FESU",127,1,"127_85",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9830","FESU",127,1,"127_85",0,NA,2011,2012,1,1,0,NA,2013,1,2,0,NA
"9831","FESU",127,1,"127_85",0,NA,2011,2013,2,2,0,NA,2014,1,2,1,4
"9832","FESU",127,1,"127_85",0,NA,2011,2014,3,2,1,4,2015,1,2,0,NA
"9833","FESU",127,1,"127_85",0,NA,2011,2015,4,2,0,NA,2016,0,NA,NA,NA
"9834","FESU",127,1,"127_86",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9835","FESU",127,1,"127_87",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9836","FESU",127,1,"127_87",0,NA,2011,2012,1,1,0,NA,2013,1,3,1,12
"9837","FESU",127,1,"127_87",0,NA,2011,2013,2,3,1,12,2014,1,3,1,12
"9838","FESU",127,1,"127_87",0,NA,2011,2014,3,3,1,12,2015,0,NA,NA,NA
"9839","FESU",127,1,"127_88",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9840","FESU",127,1,"127_89",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9841","FESU",127,1,"127_9",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9842","FESU",127,1,"127_90",0,NA,2011,2011,0,1,0,NA,2012,1,3,1,NA
"9843","FESU",127,1,"127_90",0,NA,2011,2012,1,3,1,NA,2013,1,1,0,NA
"9844","FESU",127,1,"127_90",0,NA,2011,2013,2,1,0,NA,2014,1,1,0,NA
"9845","FESU",127,1,"127_90",0,NA,2011,2014,3,1,0,NA,2015,1,1,0,NA
"9846","FESU",127,1,"127_90",0,NA,2011,2015,4,1,0,NA,2016,1,1,0,NA
"9847","FESU",127,1,"127_90",0,NA,2011,2016,5,1,0,NA,2017,0,NA,NA,NA
"9848","FESU",127,1,"127_91",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9849","FESU",127,1,"127_92",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9850","FESU",127,1,"127_93",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9851","FESU",127,1,"127_94",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9852","FESU",127,1,"127_95",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9853","FESU",127,1,"127_96",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9854","FESU",127,1,"127_97",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9855","FESU",127,1,"127_98",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9856","FESU",127,1,"127_98",0,NA,2011,2012,1,1,0,NA,2013,1,1,0,NA
"9857","FESU",127,1,"127_98",0,NA,2011,2013,2,1,0,NA,2014,0,NA,NA,NA
"9858","FESU",127,1,"127_99",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9859","FESU",127,1,"127_A1",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"9860","FESU",127,1,"127_A1",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"9861","FESU",127,1,"127_A2",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"9862","FESU",127,1,"127_A2",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"9863","FESU",127,1,"127_A3",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"9864","FESU",127,1,"127_A3",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"9865","FESU",127,1,"127_A4",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"9866","FESU",127,1,"127_A4",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"9867","FESU",127,1,"127_A5",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"9868","FESU",127,1,"127_A5",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"9869","FESU",128,0,"2541",1,0,2008,2007,NA,4,0,NA,2008,1,10,0,NA
"9870","FESU",128,0,"2541",1,0,2008,2008,NA,10,0,NA,2009,1,13,6,30
"9871","FESU",128,0,"2541",1,0,2008,2009,NA,13,6,30,2010,0,NA,NA,NA
"9872","FESU",128,0,"2542",1,NA,2008,2007,NA,4,0,NA,2008,0,NA,NA,NA
"9873","FESU",128,0,"2543",1,NA,2008,2007,NA,4,0,NA,2008,1,1,0,NA
"9874","FESU",128,0,"2543",1,NA,2008,2008,NA,1,0,NA,2009,1,1,0,NA
"9875","FESU",128,0,"2543",1,NA,2008,2009,NA,1,0,NA,2010,0,NA,NA,NA
"9876","FESU",128,0,"2544",1,NA,2008,2007,NA,4,0,NA,2008,0,NA,NA,NA
"9877","FESU",128,0,"2545",1,NA,2008,2007,NA,4,0,NA,2008,1,5,0,NA
"9878","FESU",128,0,"2545",1,NA,2008,2008,NA,5,0,NA,2009,1,6,5,28
"9879","FESU",128,0,"2545",1,NA,2008,2009,NA,6,5,28,2010,0,NA,NA,NA
"9880","FESU",128,0,"2546",1,NA,2008,2007,NA,4,0,NA,2008,1,12,0,NA
"9881","FESU",128,0,"2546",1,NA,2008,2008,NA,12,0,NA,2009,1,12,9,30.5
"9882","FESU",128,0,"2546",1,NA,2008,2009,NA,12,9,30.5,2010,0,NA,NA,NA
"9883","FESU",128,0,"2547",1,NA,2008,2007,NA,4,0,NA,2008,1,15,0,NA
"9884","FESU",128,0,"2547",1,NA,2008,2008,NA,15,0,NA,2009,1,8,7,22
"9885","FESU",128,0,"2547",1,NA,2008,2009,NA,8,7,22,2010,0,NA,NA,NA
"9886","FESU",128,0,"2548",1,0,2008,2007,NA,4,0,NA,2008,1,13,0,NA
"9887","FESU",128,0,"2548",1,0,2008,2008,NA,13,0,NA,2009,1,8,5,24.5
"9888","FESU",128,0,"2548",1,0,2008,2009,NA,8,5,24.5,2010,0,NA,NA,NA
"9889","FESU",128,0,"2549",1,0,2008,2007,NA,4,0,NA,2008,1,12,0,NA
"9890","FESU",128,0,"2549",1,0,2008,2008,NA,12,0,NA,2009,1,6,5,20.5
"9891","FESU",128,0,"2549",1,0,2008,2009,NA,6,5,20.5,2010,0,NA,NA,NA
"9892","FESU",128,0,"2550",1,NA,2008,2007,NA,4,0,NA,2008,1,20,0,NA
"9893","FESU",128,0,"2550",1,NA,2008,2008,NA,20,0,NA,2009,1,1,0,NA
"9894","FESU",128,0,"2550",1,NA,2008,2009,NA,1,0,NA,2010,0,NA,NA,NA
"9895","FESU",128,0,"2551",1,0,2008,2007,NA,4,0,NA,2008,1,7,0,NA
"9896","FESU",128,0,"2551",1,0,2008,2008,NA,7,0,NA,2009,1,4,2,16.5
"9897","FESU",128,0,"2551",1,0,2008,2009,NA,4,2,16.5,2010,0,NA,NA,NA
"9898","FESU",128,0,"2552",1,0,2008,2007,NA,4,0,NA,2008,1,11,0,NA
"9899","FESU",128,0,"2552",1,0,2008,2008,NA,11,0,NA,2009,1,8,6,25
"9900","FESU",128,0,"2552",1,0,2008,2009,NA,8,6,25,2010,0,NA,NA,NA
"9901","FESU",128,0,"2553",1,0,2008,2007,NA,4,0,NA,2008,1,8,0,NA
"9902","FESU",128,0,"2553",1,0,2008,2008,NA,8,0,NA,2009,1,12,7,32.5
"9903","FESU",128,0,"2553",1,0,2008,2009,NA,12,7,32.5,2010,0,NA,NA,NA
"9904","FESU",128,0,"2554",1,NA,2008,2007,NA,4,0,NA,2008,1,11,0,NA
"9905","FESU",128,0,"2554",1,NA,2008,2008,NA,11,0,NA,2009,1,11,9,20
"9906","FESU",128,0,"2554",1,NA,2008,2009,NA,11,9,20,2010,0,NA,NA,NA
"9907","FESU",128,0,"2555",1,0,2008,2007,NA,4,0,NA,2008,1,7,0,NA
"9908","FESU",128,0,"2555",1,0,2008,2008,NA,7,0,NA,2009,1,10,8,18.5
"9909","FESU",128,0,"2555",1,0,2008,2009,NA,10,8,18.5,2010,0,NA,NA,NA
"9910","FESU",128,0,"2556",1,0,2008,2007,NA,4,0,NA,2008,1,9,0,NA
"9911","FESU",128,0,"2556",1,0,2008,2008,NA,9,0,NA,2009,1,9,6,32.5
"9912","FESU",128,0,"2556",1,0,2008,2009,NA,9,6,32.5,2010,0,NA,NA,NA
"9913","FESU",128,0,"2557",1,NA,2008,2007,NA,4,0,NA,2008,1,16,0,NA
"9914","FESU",128,0,"2557",1,NA,2008,2008,NA,16,0,NA,2009,1,11,10,26.5
"9915","FESU",128,0,"2557",1,NA,2008,2009,NA,11,10,26.5,2010,0,NA,NA,NA
"9916","FESU",128,0,"2558",1,NA,2008,2007,NA,4,0,NA,2008,1,9,0,NA
"9917","FESU",128,0,"2558",1,NA,2008,2008,NA,9,0,NA,2009,1,10,7,34
"9918","FESU",128,0,"2558",1,NA,2008,2009,NA,10,7,34,2010,1,3,0,NA
"9919","FESU",128,0,"2558",1,NA,2008,2010,NA,3,0,NA,2011,0,NA,NA,NA
"9920","FESU",128,0,"2559",1,0,2008,2007,NA,4,0,NA,2008,1,13,0,NA
"9921","FESU",128,0,"2559",1,0,2008,2008,NA,13,0,NA,2009,1,24,12,40.5
"9922","FESU",128,0,"2559",1,0,2008,2009,NA,24,12,40.5,2010,1,3,1,2
"9923","FESU",128,0,"2559",1,0,2008,2010,NA,3,1,2,2011,0,NA,NA,NA
"9924","FESU",128,0,"2560",1,0,2008,2007,NA,4,0,NA,2008,1,13,0,NA
"9925","FESU",128,0,"2560",1,0,2008,2008,NA,13,0,NA,2009,1,12,11,39
"9926","FESU",128,0,"2560",1,0,2008,2009,NA,12,11,39,2010,0,NA,NA,NA
"9927","FESU",128,0,"128_1",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9928","FESU",128,0,"128_10",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9929","FESU",128,0,"128_100",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9930","FESU",128,0,"128_101",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9931","FESU",128,0,"128_101",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9932","FESU",128,0,"128_102",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9933","FESU",128,0,"128_102",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9934","FESU",128,0,"128_103",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9935","FESU",128,0,"128_103",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9936","FESU",128,0,"128_104",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9937","FESU",128,0,"128_105",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9938","FESU",128,0,"128_106",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9939","FESU",128,0,"128_107",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9940","FESU",128,0,"128_108",0,NA,2011,2011,0,1,0,NA,2012,1,3,0,NA
"9941","FESU",128,0,"128_108",0,NA,2011,2012,1,3,0,NA,2013,0,NA,NA,NA
"9942","FESU",128,0,"128_109",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"9943","FESU",128,0,"128_109",0,NA,2011,2012,1,2,0,NA,2013,1,2,1,29
"9944","FESU",128,0,"128_109",0,NA,2011,2013,2,2,1,29,2014,1,1,0,NA
"9945","FESU",128,0,"128_109",0,NA,2011,2014,3,1,0,NA,2015,0,NA,NA,NA
"9946","FESU",128,0,"128_11",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9947","FESU",128,0,"128_110",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9948","FESU",128,0,"128_110",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9949","FESU",128,0,"128_111",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9950","FESU",128,0,"128_112",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9951","FESU",128,0,"128_113",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9952","FESU",128,0,"128_113",0,NA,2011,2012,1,1,0,NA,2013,1,1,1,15
"9953","FESU",128,0,"128_113",0,NA,2011,2013,2,1,1,15,2014,0,NA,NA,NA
"9954","FESU",128,0,"128_114",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9955","FESU",128,0,"128_115",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"9956","FESU",128,0,"128_115",0,NA,2011,2012,1,2,0,NA,2013,1,2,0,NA
"9957","FESU",128,0,"128_115",0,NA,2011,2013,2,2,0,NA,2014,1,2,0,NA
"9958","FESU",128,0,"128_115",0,NA,2011,2014,3,2,0,NA,2015,0,NA,NA,NA
"9959","FESU",128,0,"128_116",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9960","FESU",128,0,"128_116",0,NA,2011,2012,1,1,0,NA,2013,1,6,3,23.5
"9961","FESU",128,0,"128_116",0,NA,2011,2013,2,6,3,23.5,2014,1,3,0,NA
"9962","FESU",128,0,"128_116",0,NA,2011,2014,3,3,0,NA,2015,1,3,0,NA
"9963","FESU",128,0,"128_116",0,NA,2011,2015,4,3,0,NA,2016,1,1,0,NA
"9964","FESU",128,0,"128_116",0,NA,2011,2016,5,1,0,NA,2017,0,NA,NA,NA
"9965","FESU",128,0,"128_117",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9966","FESU",128,0,"128_118",0,NA,2011,2011,0,1,0,NA,2012,1,4,0,NA
"9967","FESU",128,0,"128_118",0,NA,2011,2012,1,4,0,NA,2013,1,3,0,NA
"9968","FESU",128,0,"128_118",0,NA,2011,2013,2,3,0,NA,2014,1,4,0,NA
"9969","FESU",128,0,"128_118",0,NA,2011,2014,3,4,0,NA,2015,1,7,0,NA
"9970","FESU",128,0,"128_118",0,NA,2011,2015,4,7,0,NA,2016,1,1,0,NA
"9971","FESU",128,0,"128_118",0,NA,2011,2016,5,1,0,NA,2017,1,1,0,NA
"9972","FESU",128,0,"128_118",0,NA,2011,2017,6,1,0,NA,2018,1,2,0,NA
"9973","FESU",128,0,"128_119",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9974","FESU",128,0,"128_12",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9975","FESU",128,0,"128_120",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9976","FESU",128,0,"128_121",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9977","FESU",128,0,"128_121",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"9978","FESU",128,0,"128_122",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"9979","FESU",128,0,"128_122",0,NA,2011,2012,1,2,0,NA,2013,0,NA,NA,NA
"9980","FESU",128,0,"128_123",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9981","FESU",128,0,"128_124",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9982","FESU",128,0,"128_125",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9983","FESU",128,0,"128_126",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9984","FESU",128,0,"128_127",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9985","FESU",128,0,"128_128",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"9986","FESU",128,0,"128_128",0,NA,2011,2012,1,2,0,NA,2013,0,NA,NA,NA
"9987","FESU",128,0,"128_129",0,NA,2011,2011,0,1,0,NA,2012,1,4,0,NA
"9988","FESU",128,0,"128_129",0,NA,2011,2012,1,4,0,NA,2013,1,2,0,NA
"9989","FESU",128,0,"128_129",0,NA,2011,2013,2,2,0,NA,2014,1,3,0,NA
"9990","FESU",128,0,"128_129",0,NA,2011,2014,3,3,0,NA,2015,1,1,0,NA
"9991","FESU",128,0,"128_129",0,NA,2011,2015,4,1,0,NA,2016,0,NA,NA,NA
"9992","FESU",128,0,"128_13",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"9993","FESU",128,0,"128_130",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"9994","FESU",128,0,"128_130",0,NA,2011,2012,1,1,0,NA,2013,1,1,0,NA
"9995","FESU",128,0,"128_130",0,NA,2011,2013,2,1,0,NA,2014,1,1,0,NA
"9996","FESU",128,0,"128_130",0,NA,2011,2014,3,1,0,NA,2015,1,1,0,NA
"9997","FESU",128,0,"128_130",0,NA,2011,2015,4,1,0,NA,2016,0,NA,NA,NA
"9998","FESU",128,0,"128_131",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"9999","FESU",128,0,"128_132",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"10000","FESU",128,0,"128_133",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"10001","FESU",128,0,"128_133",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"10002","FESU",128,0,"128_134",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"10003","FESU",128,0,"128_134",0,NA,2011,2012,1,2,0,NA,2013,1,2,0,NA
"10004","FESU",128,0,"128_134",0,NA,2011,2013,2,2,0,NA,2014,1,4,0,NA
"10005","FESU",128,0,"128_134",0,NA,2011,2014,3,4,0,NA,2015,1,11,5,22
"10006","FESU",128,0,"128_134",0,NA,2011,2015,4,11,5,22,2016,0,NA,NA,NA
"10007","FESU",128,0,"128_135",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"10008","FESU",128,0,"128_135",0,NA,2011,2012,1,2,0,NA,2013,0,NA,NA,NA
"10009","FESU",128,0,"128_136",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"10010","FESU",128,0,"128_136",0,NA,2011,2012,1,2,0,NA,2013,0,NA,NA,NA
"10011","FESU",128,0,"128_137",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"10012","FESU",128,0,"128_137",0,NA,2011,2012,1,1,0,NA,2013,0,NA,NA,NA
"10013","FESU",128,0,"128_138",0,NA,2011,2011,0,1,0,NA,2012,1,3,0,NA
"10014","FESU",128,0,"128_138",0,NA,2011,2012,1,3,0,NA,2013,0,NA,NA,NA
"10015","FESU",128,0,"128_139",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
"10016","FESU",128,0,"128_139",0,NA,2011,2012,1,1,0,NA,2013,1,1,0,NA
"10017","FESU",128,0,"128_139",0,NA,2011,2013,2,1,0,NA,2014,0,NA,NA,NA
"10018","FESU",128,0,"128_14",0,NA,2010,2010,0,1,0,NA,2011,1,2,0,NA
"10019","FESU",128,0,"128_14",0,NA,2010,2011,1,2,0,NA,2012,0,NA,NA,NA
"10020","FESU",128,0,"128_140",0,NA,2011,2011,0,1,0,NA,2012,1,2,0,NA
"10021","FESU",128,0,"128_140",0,NA,2011,2012,1,2,0,NA,2013,1,1,0,NA
"10022","FESU",128,0,"128_140",0,NA,2011,2013,2,1,0,NA,2014,1,2,0,NA
"10023","FESU",128,0,"128_140",0,NA,2011,2014,3,2,0,NA,2015,1,2,1,7
"10024","FESU",128,0,"128_140",0,NA,2011,2015,4,2,1,7,2016,0,2,0,NA
"10025","FESU",128,0,"128_140",0,NA,2011,2016,5,2,0,NA,2017,1,5,3,10.6666666666667
"10026","FESU",128,0,"128_140",0,NA,2011,2017,6,5,3,10.6666666666667,2018,1,1,0,NA
"10027","FESU",128,0,"128_141",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"10028","FESU",128,0,"128_142",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"10029","FESU",128,0,"128_143",0,NA,2011,2011,0,1,0,NA,2012,1,1,0,NA
